|ITEM_CODE|ITEM_NAME1                                      |ITEM_NAME2                            |VENDER_CODE|VENDER_NAME                                        |ORDER_DATE             |BUYER_CODE|BUYER_NAME    |
|240260024|COTTON GLOVE  500 G (CALICO)                    |GLOVE                                          |1000820    |K.S.GLOVE CO.,LTD.                                 |2024-02-02 00:00:00.000|222       |Piyaporn.Pr   |
|240260025|NYLON GLOVE C171 SIZE:M                         |GLOVE                                          |1000820    |K.S.GLOVE CO.,LTD.                                 |2019-09-10 00:00:00.000|237       |Sunee         |
|240260027|PVC GLOVE (100 PA/PK)                           |GLOVE                                          |1000820    |K.S.GLOVE CO.,LTD.                                 |2024-02-07 00:00:00.000|222       |Piyaporn.Pr   |
|240260035|POWDER FREE NITRILE GLOVE 9" FT-100 (SIZE:S)    |GLOVE CLASS 10,000                             |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2020-07-24 00:00:00.000|237       |Sunee         |
|240260036|POWDER FREE NITRILE GLOVE 9" FT-100 (SIZE:M)    |GLOVE CLASS 10,000                             |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2020-05-20 00:00:00.000|237       |Sunee         |
|240260037|POWDER FREE NITRILE GLOVE 9" FT-100 (SIZE:L)    |GLOVE CLASS 10,000                             |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2020-04-27 00:00:00.000|237       |Sunee         |
|240260038|GLOVE:LATEX POWDER FREE TEXTURE SIZE:L (PROGEN) |(50 PA/BAG)                                    |1000706    |IDEAL GLOBE CO.LTD.                                |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260039|GLOVE:LATEX POWDER FREE TEXTURE SIZE:M (PROGEN) |(50 PA/BAG)                                    |1000706    |IDEAL GLOBE CO.LTD.                                |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260040|GLOVE:LATEX POWDER FREE TEXTURE SIZE:S (PROGEN) |(50 PA/BAG)                                    |1000706    |IDEAL GLOBE CO.LTD.                                |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260041|GLOVE:LATEX POWDER FREE SIZE:L (DR.BOO) 50 PA/BG|GLOVE                                          |1001913    |TECHCO (THAILAND) CO.,LTD                          |2024-02-29 00:00:00.000|222       |Piyaporn.Pr   |
|240260042|GLOVE:LATEX POWDER FREE SIZE:M (DR.BOO) 50 PA/BG|GLOVE                                          |1001913    |TECHCO (THAILAND) CO.,LTD                          |2024-02-29 00:00:00.000|222       |Piyaporn.Pr   |
|240260043|GLOVE:LATEX POWDER FREE SIZE:S (DR.BOO) 50 PA/BG|GLOVE                                          |1001913    |TECHCO (THAILAND) CO.,LTD                          |2024-02-29 00:00:00.000|222       |Piyaporn.Pr   |
|240260044|SAFETY EDMONT NITRILE GLOVE  SOL-VEX 18" NO.9   |EQUIPMENT                                      |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2024-02-12 00:00:00.000|222       |Piyaporn.Pr   |
|240260045|SAFETY NITRI  GLOVE -310GR NO:7                 |EQUIPMENT                                      |1000854    |KIATVIBOON INDUSTRIES LTD.,PART.                   |2021-06-05 00:00:00.000|237       |Sunee         |
|240260046|SAFETY NITRI  GLOVE -310GR NO:8                 |EQUIPMENT                                      |1000854    |KIATVIBOON INDUSTRIES LTD.,PART.                   |2023-09-04 00:00:00.000|222       |Piyaporn.Pr   |
|240260047|SAFETY NITRI GLOVE-310GR NO:9                   |EQUIPMENT                                      |1000854    |KIATVIBOON INDUSTRIES LTD.,PART.                   |2024-02-22 00:00:00.000|222       |Piyaporn.Pr   |
|240260065|PU PALM FIT GLOVE (NN) SIZE: S(12 PA/PK )       |GLOVE                                          |1000706    |IDEAL GLOBE CO.LTD.                                |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260066|PU PALM FIT GLOVE (NN) SIZE: M (12 PA/PK )      |GLOVE                                          |1000706    |IDEAL GLOBE CO.LTD.                                |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260067|PU PALM FIT GLOVE (NN) SIZE: L ( 12 PA/PK )     |GLOVE                                          |1000706    |IDEAL GLOBE CO.LTD.                                |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260068|GLOVE 12" CLASS 100 MODEL:NBR NO.1584 (SIZE:S)  |NITRILE GLOVE                                  |1006166    |SIAM OKAMOTO CO.,LTD.                              |2015-09-14 00:00:00.000|206       |Sasithorn     |
|240260069|GLOVE 12" CLASS 100 MODEL:NBR NO.1584 (SIZE:M)  |NITRILE GLOVE                                  |1006166    |SIAM OKAMOTO CO.,LTD.                              |2015-09-14 00:00:00.000|206       |Sasithorn     |
|240260072|NITRILE GLOVE 12" CLASS 100 :SP-N730C SIZE:S    |GLOVE                                          |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2016-12-09 00:00:00.000|906       |Oranut.B      |
|240260073|NITRILE GLOVE 12" CLASS 100 :SP-N730C SIZE:M    |GLOVE                                          |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2016-12-12 00:00:00.000|906       |Oranut.B      |
|240260074|NITRILE GLOVE 12" CLASS 100 :SP-N730C SIZE:L    |GLOVE                                          |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2016-11-28 00:00:00.000|906       |Oranut.B      |
|240260075|LATEX POWDER FREE (LA-GLOVES)SIZE : S (50 PA/BG)|CHLORINATED GLOVE                              |1000706    |IDEAL GLOBE CO.LTD.                                |2016-12-09 00:00:00.000|906       |Oranut.B      |
|240260076|LATEX POWDER FREE (LA-GLOVES)SIZE : M (50 PA/BG)|CHLORINATED GLOVE                              |1000706    |IDEAL GLOBE CO.LTD.                                |2017-01-25 00:00:00.000|906       |Oranut.B      |
|240260077|LATEX POWDER FREE (LA-GLOVES)SIZE : L (50 PA/BG)|CHLORINATED GLOVE                              |1000706    |IDEAL GLOBE CO.LTD.                                |2017-01-25 00:00:00.000|906       |Oranut.B      |
|240260085|NITRILE GLOVE 12" MODEL : CN-100D SIZE:S        |GLOVE POWDER FREE TEXTURED ( 100 PCS/BG)       |1001632    |INOUT ENTERPRISE (THAILAND) CO., LTD.              |2018-06-25 00:00:00.000|906       |Oranut.B      |
|240260086|NITRILE GLOVE 12" MODEL : CN-100D SIZE:M        |GLOVE POWDER FREE TEXTURED (100 PCS/BG)        |1001632    |INOUT ENTERPRISE (THAILAND) CO., LTD.              |2018-04-02 00:00:00.000|906       |Oranut.B      |
|240260087|NITRILE GLOVE 12" MODEL : CN-100D SIZE:L        |GLOVE POWDER FREE TEXTURED (100 PCS/BG)        |1001632    |INOUT ENTERPRISE (THAILAND) CO., LTD.              |2017-10-03 00:00:00.000|906       |Oranut.B      |
|240260088|GLOVE:LATEX POWDER FREE SIZE:L (PRO-CLEAN)      |GLOVE ( 50 PA /BG)                             |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2021-04-17 00:00:00.000|237       |Sunee         |
|240260089|GLOVE:LATEX POWDER FREE SIZE:M (PRO-CLEAN)      |GLOVE (50 PA / BG)                             |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2021-02-03 00:00:00.000|237       |Sunee         |
|240260090|GLOVE:LATEX POWDER FREE SIZE:S (PRO-CLEAN)      |BAG ( 50 PA / BG)                              |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2021-02-03 00:00:00.000|237       |Sunee         |
|240260091|GLOVE:LATEX POWDER FREE TEXTURE SIZE:L (CTF24)  |GLOVE ( 50 PA BAG)                             |1001315    |PACIFIC CLEANROOM SERVICES LIMITED.                |2017-08-02 00:00:00.000|906       |Oranut.B      |
|240260092|GLOVE:LATEX POWDER FREE TEXTURE SIZE:M (CTF24)  |GLOVE ( 50 PA / BG)                            |1001315    |PACIFIC CLEANROOM SERVICES LIMITED.                |2017-11-02 00:00:00.000|906       |Oranut.B      |
|240260093|GLOVE:LATEX POWDER FREE TEXTURE SIZE:S (CTF24)  |GLOVE ( 50 PA / BG)                            |1001315    |PACIFIC CLEANROOM SERVICES LIMITED.                |2017-11-02 00:00:00.000|906       |Oranut.B      |
|240260094|GLOVE LATEX EXAMINATION GLOVE(50PA/BX)SIZE:S    |GLOVE LATEX EXAMINATION                        |1000820    |K.S.GLOVE CO.,LTD.                                 |2022-04-29 00:00:00.000|237       |Sunee         |
|240260095|GLOVE LATEX EXAMINATION GLOVE(50PA/BX)SIZE:M    |GLOVE LATEX EXAMINATION                        |1000820    |K.S.GLOVE CO.,LTD.                                 |2022-04-29 00:00:00.000|237       |Sunee         |
|240260096|NITRILE GLOVE 12" CLASS 100 MODEL:SP-N734 SIZE S|GLOVE H-TECH ( 100 PA / PACK)                  |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2020-08-03 00:00:00.000|237       |Sunee         |
|240260097|NITRILE GLOVE 12" CLASS 100 MODEL:SP-N734 SIZE M|GLOVE H-TECH ( 100 PA /PACK)                   |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2020-08-03 00:00:00.000|237       |Sunee         |
|240260098|NITRILE GLOVE 12" CLASS 100 MODEL:SP-N734 SIZE L|GLOVE H-TECH ( 100 PA / PACK)                  |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2020-08-03 00:00:00.000|237       |Sunee         |
|240260112|GLOVE PVC (TOWA)                                |GLOVE PVC                                      |1006171    |KST SUPPLY (THAILAND) CO.,LTD.                     |2024-01-11 00:00:00.000|222       |Piyaporn.Pr   |
|240260114|KNIGHT CLEAN PU PLAM FIT WHITE SIZE:S (10 PA/PK)|GLOVE                                          |1001632    |INOUT ENTERPRISE (THAILAND) CO., LTD.              |2024-02-19 00:00:00.000|222       |Piyaporn.Pr   |
|240260115|KNIGHT CLEAN PU PLAM FIT WHITE SIZE:M (10 PA/PK)|GLOVE                                          |1001632    |INOUT ENTERPRISE (THAILAND) CO., LTD.              |2024-02-06 00:00:00.000|222       |Piyaporn.Pr   |
|240260116|KNIGHT CLEAN PU PLAM FIT WHITE SIZE:L (10 PA/PK)|GLOVE                                          |1001632    |INOUT ENTERPRISE (THAILAND) CO., LTD.              |2024-02-06 00:00:00.000|222       |Piyaporn.Pr   |
|240260120|POWDER FREE NITRILE GLOVE 9"!HTG-002 (SIZE:S)   |GLOVE CLASS 10,000 ( 100 PCS/PACK)             |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2020-09-15 00:00:00.000|237       |Sunee         |
|240260121|POWDER FREE NITRILE GLOVE 9"!HTG-002 (SIZE:M)   |GLOVE CLASS 10,000 ( 100 PCS/PACK)             |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2020-07-30 00:00:00.000|237       |Sunee         |
|240260122|POWDER FREE NITRILE GLOVE 9"!HTG-002 (SIZE:L)   |GLOVE CLASS 10,000 ( 100 PCS/PACK)             |1004757    |HARADA CORPORATION (THAILAND) CO.,LTD.             |2020-08-11 00:00:00.000|237       |Sunee         |
|240260129|NITRILE GLOVES WHITE FINGER TEXTURED (SIZE:S)9" |GLOVE CLASS 100                                |1006713    |PACIFIC HORB CORPORATION LIMITED                   |2022-05-05 00:00:00.000|237       |Sunee         |
|240260130|NITRILE GLOVES WHITE FINGER TEXTURED (SIZE:M)9" |GLOVE CLASS 100                                |1006713    |PACIFIC HORB CORPORATION LIMITED                   |2022-05-05 00:00:00.000|237       |Sunee         |
|240260131|NITRILE GLOVES WHITE FINGER TEXTURED (SIZE:L)9" |GLOVE CLASS 100                                |1006713    |PACIFIC HORB CORPORATION LIMITED                   |2022-05-05 00:00:00.000|237       |Sunee         |
|240260139|NITRILE GLOVES PART RSNS303 (C) 9 INCH SIZE L   |GLOVES                                         |1001443    |PROTECTIVE TECHNOLOGY CO.,LTD.                     |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260140|KIM TECH PURE G3 EVT NITRILE GLOVES 12INC SIZE S|GLOVES                                         |1000370    |CLEANSTAT(THAILAND) CO.,LTD.                       |2020-12-21 00:00:00.000|237       |Sunee         |
|240260141|KIM TECH PURE G3 EVT NITRILE GLOVES 12INC SIZE M|GLOVES                                         |1000370    |CLEANSTAT(THAILAND) CO.,LTD.                       |2020-12-21 00:00:00.000|237       |Sunee         |
|240260142|KIM TECH PURE G3 EVT NITRILE GLOVES 12INC SIZE L|GLOVES                                         |1000370    |CLEANSTAT(THAILAND) CO.,LTD.                       |2020-12-21 00:00:00.000|237       |Sunee         |
|240260143|NITRILE GLOVES PART RSNS301 (C) 9 INCH SIZE S   |GLOVES                                         |1001443    |PROTECTIVE TECHNOLOGY CO.,LTD.                     |2024-02-27 00:00:00.000|222       |Piyaporn.Pr   |
|240260144|NITRILE GLOVES PART RSNS302 (C) 9 INCH SIZE M   |GLOVES                                         |1001443    |PROTECTIVE TECHNOLOGY CO.,LTD.                     |2024-02-27 00:00:00.000|222       |Piyaporn.Pr   |
|240260145|NITRILE GLOVES PART RSNS401 (C) 12 INCH SIZE S  |GLOVES                                         |1001443    |PROTECTIVE TECHNOLOGY CO.,LTD.                     |2024-02-27 00:00:00.000|222       |Piyaporn.Pr   |
|240260146|NITRILE GLOVES PART RSNS402 (C) 12 INCH SIZE M  |GLOVES                                         |1001443    |PROTECTIVE TECHNOLOGY CO.,LTD.                     |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260147|NITRILE GLOVES PART RSNS403 (C) 12 INCH SIZE L  |GLOVES                                         |1001443    |PROTECTIVE TECHNOLOGY CO.,LTD.                     |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260148|GLOVE:LATEX POWDER FREE TEXTURE SIZE:L(PLAM PRO)|GLOVES                                         |1000706    |IDEAL GLOBE CO.LTD.                                |2021-08-06 00:00:00.000|237       |Sunee         |
|240260149|GLOVE:LATEX POWDER FREE TEXTURE SIZE:M(PLAM PRO)|GLOVES                                         |1000706    |IDEAL GLOBE CO.LTD.                                |2021-01-22 00:00:00.000|237       |Sunee         |
|240260150|GLOVE:LATEX POWDER FREE TEXTURE SIZE:S(PLAM PRO)|GLOVES                                         |1000706    |IDEAL GLOBE CO.LTD.                                |2021-01-22 00:00:00.000|237       |Sunee         |
|240260151|CLEANROOM NITRILE GLOVE 12INCH 21SNSUT100-12(S) |GLOVE CLASS 100                                |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2023-09-01 00:00:00.000|130       |PR-Phattama   |
|240260152|CLEANROOM NITRILE GLOVE 12INCH 21SNSUT100-12(M) |GLOVE CLASS 100                                |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2023-09-01 00:00:00.000|130       |PR-Phattama   |
|240260153|CLEANROOM NITRILE GLOVE 12INCH 21SNSUT100-12(L) |GLOVE CLASS 100                                |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2023-08-04 00:00:00.000|130       |PR-Phattama   |
|240260159|GLOVES PU-GRIP MICROTEX SIZE L (9001576)        |GLOVE                                          |1007040    |OFFICEMATE (THAI) LIMITED                          |2022-02-25 00:00:00.000|130       |PR-Phattama   |
|240260161|NITRILE GLOVES CLEAN ROOM (GNGLWH6.0-SIZE S)    |GLOVES (100 PC/BG)                             |1001071    |MISUMI (THAILAND) CO.,LTD.                         |2022-03-23 00:00:00.000|237       |Sunee         |
|240260162|NITRILE GLOVES CLEAN ROOM (GNGLWH6.0-SIZE M)    |GLOVES (100 PC/BG)                             |1001071    |MISUMI (THAILAND) CO.,LTD.                         |2022-03-23 00:00:00.000|237       |Sunee         |
|240260163|NITRILE GLOVES CLEAN ROOM (GNGLWH6.0-SIZE L)    |GLOVES (100 PC/BG)                             |1001071    |MISUMI (THAILAND) CO.,LTD.                         |2022-03-09 00:00:00.000|237       |Sunee         |
|240260168|NITRILE GLOVES PART 71PDGGAF2401S47-09#S        |NITRILE GLOVES                                 |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2024-02-16 00:00:00.000|222       |Piyaporn.Pr   |
|240260169|NITRILE GLOVES PART 71PDGGAF2401S47-09#M        |NITRILE GLOVES                                 |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2024-02-16 00:00:00.000|222       |Piyaporn.Pr   |
|240260170|NITRILE GLOVES PART 71PDGGAF2401S47-09#L        |NITRILE GLOVES                                 |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2024-01-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260171|CLEANROOM GLOVE HALOGEN FREE,GNGLWH12-C1000-HF-S|12" NITRILE WHITE (50PA/PK)                    |1001071    |MISUMI (THAILAND) CO.,LTD.                         |2024-02-29 00:00:00.000|130       |PR-Phattama   |
|240260172|CLEANROOM GLOVE HALOGEN FREE,GNGLWH12-C1000-HF-M|12" NITRILE WHITE (50PA/PK)                    |1001071    |MISUMI (THAILAND) CO.,LTD.                         |2024-02-22 00:00:00.000|130       |PR-Phattama   |
|240260173|CLEANROOM GLOVE HALOGEN FREE,GNGLWH12-C1000-HF-L|12" NITRILE WHITE (50PA/PK)                    |1001071    |MISUMI (THAILAND) CO.,LTD.                         |2024-02-22 00:00:00.000|130       |PR-Phattama   |
|240260174|NITRILE GLOVES PART 71PDGGAF2901S47-12#S        |NITRILE GLOVES                                 |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2023-11-01 00:00:00.000|130       |PR-Phattama   |
|240260175|NITRILE GLOVES PART 71PDGGAF2901S47-12#M        |NITRILE GLOVES                                 |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2023-11-01 00:00:00.000|130       |PR-Phattama   |
|240260176|NITRILE GLOVES PART 71PDGGAF2901S47-12#L        |NITRILE GLOVES                                 |1001363    |PHOL DHANYA PUBLIC CO.,LTD.                        |2024-01-18 00:00:00.000|905       |Sirisuda      |
|240260177|NITRILE GLOVES (C) 9 INCH SIZE S                |GLOVE                                          |1000370    |CLEANSTAT(THAILAND) CO.,LTD.                       |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260178|NITRILE GLOVES (C) 9 INCH SIZE M                |GLOVE                                          |1000370    |CLEANSTAT(THAILAND) CO.,LTD.                       |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240260179|NITRILE GLOVES (C) 9 INCH SIZE L                |GLOVE                                          |1000370    |CLEANSTAT(THAILAND) CO.,LTD.                       |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240270009|CLEANER 2940-4K(SXL THINNER) (4 KG/GL)          |THINNER                                        |1000282    |CHAIYABOON BROTHERS CO., LTD.                      |2014-04-04 00:00:00.000|206       |Sasithorn     |
|240270010|SPECIAL SOLVENT A  (ETHANOL 190 PROOF) 15KG.    |INK ( THINNER )                                |1000209    |BRILLIANT FAME LTD.,PART.                          |2024-02-16 00:00:00.000|233       |Passara       |
|240270065|DILUTE SOLVENT S-787 ! 15 KGS/CAN               |INK  ( THINNER )                               |1002425    |TOYO INK(THAILAND ) CO.,LTD.                       |2023-11-20 00:00:00.000|229       |Chanthri      |
|240270066|SG740-HARDNER                                   |INK  ( THINNER )                               |1000765    |ITOCHU METALS CORPORATION                          |2023-06-08 00:00:00.000|229       |Chanthri      |
|240270067|T-926(FOR SG-740)! 1KG/CAN                      |THINNER                                        |1000765    |ITOCHU METALS CORPORATION                          |2021-02-08 00:00:00.000|241       |Wandee        |
|240270069|REDUCER CF                                      |INK  ( THINNER )                               |1004164    |SATO-SHOJI CORPORATION                             |2014-10-28 00:00:00.000|224       |Yoshimura     |
|240270070|REDUCER J                                       |INK  ( THINNER )                               |1000765    |ITOCHU METALS CORPORATION                          |2024-01-22 00:00:00.000|229       |Chanthri      |
|240270071|COMPOUND FOR INK SSEAL ! 1 KG/CAN               |INK  ( THINNER )                               |0008001    |FUJIKURA SHOJI CO., LTD.                           |2013-10-24 00:00:00.000|224       |Yoshimura     |
|240270072|SOLVENT#70 ! (1 KG/CAN)                         |INK  ( THINNER )                               |0075001    |FUJIKURA PRINTED CIRCUITS LTD.                     |2024-01-26 00:00:00.000|229       |Chanthri      |
|240270073|RESIST REDUCER#3000 ! 1 KG/CAN                  |INK  ( THINNER )                               |0075001    |FUJIKURA PRINTED CIRCUITS LTD.                     |2024-01-26 00:00:00.000|229       |Chanthri      |
|240270077|CF-30G K-20 ! 1 KGS/CAN                         |INK (RESIST INK)                               |1004164    |SATO-SHOJI CORPORATION                             |2015-07-14 00:00:00.000|224       |Yoshimura     |
|240270078|SILVER PASTE SW-1100-1 !                        |INK (CONDUCTIVE INK)                           |0008001    |FUJIKURA SHOJI CO., LTD.                           |2017-07-07 00:00:00.000|241       |Wandee        |
|240270079|TB3373F                                         |INK (CONDUCTIVE INK)                           |1002069    |THREE BOND VIV SALES (THAILAND) CO.,LTD            |2017-07-07 00:00:00.000|241       |Wandee        |
|240270080|SS FUJIKURA BLACK TH                            |INK (GRAPHIC INK)                              |1002425    |TOYO INK(THAILAND ) CO.,LTD.                       |2017-06-02 00:00:00.000|241       |Wandee        |
|240270081|IR-530W ! 1 KG/CAN                              |INK (GRAPHIC INK)                              |1000765    |ITOCHU METALS CORPORATION                          |2017-06-23 00:00:00.000|241       |Wandee        |
|240270082|SG-740 M2770 NCNL BLACK                         |INK (GRAPHIC INK)                              |1000765    |ITOCHU METALS CORPORATION                          |2017-04-24 00:00:00.000|241       |Wandee        |
|240270083|COATING PASTE CR-18C-KT1                        |INK (GRAPHIC INK)                              |0008001    |FUJIKURA SHOJI CO., LTD.                           |2017-05-10 00:00:00.000|241       |Wandee        |
|240270084|SM-530W FR-3!1KG/CAN                            |INK (GRAPHIC INK)                              |1000765    |ITOCHU METALS CORPORATION                          |2017-07-07 00:00:00.000|241       |Wandee        |
|240270085|COATING PASTE CR-18C-KT1(CK)                    |INK (GRAPHIC INK)                              |0008001    |FUJIKURA SHOJI CO., LTD.                           |2017-03-06 00:00:00.000|241       |Wandee        |
|240270086|MR300 CF ! 1KG/CAN                              |INK (MASKING INK )                             |1000765    |ITOCHU METALS CORPORATION                          |2014-11-18 00:00:00.000|224       |Yoshimura     |
|240270087|MR-303F                                         |INK (RESIST INK)                               |0075001    |FUJIKURA PRINTED CIRCUITS LTD.                     |2024-02-06 00:00:00.000|238       |Watanya.T     |
|240270088|NPR-80/ID55B ! 1 KG/BOTTLE                      |DSR INK (FLEX PHOTOIMAGE MASK)                 |1006539    |NIPPON POLYTECH CORP.                              |2017-06-02 00:00:00.000|241       |Wandee        |
|240270090|NPR-80/ID60 ! 0.72KG/BOT                        |DSR INK (FLEX PHOTOIMAGE )                     |1006539    |NIPPON POLYTECH CORP.                              |2017-07-13 00:00:00.000|241       |Wandee        |
|240270093|ABSOLIGHT APB-300-11 (0.7 KG/BT)                |INK                                            |1001886    |TAMURA CORPORATION (THAILAND) CO.,LTD.             |2015-03-03 00:00:00.000|224       |Yoshimura     |
|240270094|HARDENER APBA-300-11 (0.3KG/BT)                 |INK                                            |1001886    |TAMURA CORPORATION (THAILAND) CO.,LTD.             |2015-03-03 00:00:00.000|224       |Yoshimura     |
|240270095|FR-1C D7(250)! 1 KG/CAN                         |INK (GRAPHIC INK)                              |0008001    |FUJIKURA SHOJI CO., LTD.                           |2017-07-13 00:00:00.000|241       |Wandee        |
|240270096|PAF-300-8G WITH HARDNER (0.65KG/CAN)            |PAFLE                                          |1001886    |TAMURA CORPORATION (THAILAND) CO.,LTD.             |2017-05-19 00:00:00.000|224       |Yoshimura     |
|240270097|MAKEUP INK TH-TYPE 73 (800 ML)                  |INK                                            |1002003    |THAI POLYMER SUPPLY CO.,LTD.                       |2016-06-09 00:00:00.000|905       |Sirisuda      |
|240270098|INK JP-W73 (WHITE INK) 800 ML                   |INK                                            |1002003    |THAI POLYMER SUPPLY CO.,LTD.                       |2016-06-30 00:00:00.000|906       |Oranut.B      |
|240270099|INK 16-V0602                                    |INK                                            |1002099    |TOMCO AUTOMATIC MACHINERY CO.,LTD.                 |2015-10-28 00:00:00.000|206       |Sasithorn     |
|240270100|16-5605Q MAKE-UP FLUID,1 QUART                  |INK                                            |1002099    |TOMCO AUTOMATIC MACHINERY CO.,LTD.                 |2016-05-13 00:00:00.000|906       |Oranut.B      |
|240270103|PSR-9000 FLX505WB (0.85 KG/BT)                  |INK (DSR INK)                                  |1004809    |TAIYO INK INTERNATIONAL (S) PTE LTD.               |2017-04-24 00:00:00.000|241       |Wandee        |
|240270104|CA-90 FLX505W (0.15 KG/BT)                      |INK (DSR INK) HARDENER                         |1004809    |TAIYO INK INTERNATIONAL (S) PTE LTD.               |2017-04-24 00:00:00.000|241       |Wandee        |
|240270105|IR-530C                                         |INK (GRAPHIC INK)                              |1000765    |ITOCHU METALS CORPORATION                          |2017-06-23 00:00:00.000|241       |Wandee        |
|240270112|WASHDOWN #1 ( 1 GL / 5 LT)                      |SOLVENT                                        |1002003    |THAI POLYMER SUPPLY CO.,LTD.                       |2024-01-30 00:00:00.000|233       |Passara       |
|240270113|PAFA-300-8 (0.35KG/BT)                          |HARDENER                                       |1001886    |TAMURA CORPORATION (THAILAND) CO.,LTD.             |2017-05-19 00:00:00.000|224       |Yoshimura     |
|240270114|SS EAT COMPOUND TH                              |THINNER                                        |1002425    |TOYO INK(THAILAND ) CO.,LTD.                       |2023-06-08 00:00:00.000|229       |Chanthri      |
|240270115|CLEANER 2940-16K (SXLTHINNER) (16 KG/GL)        |THINNER                                        |1000282    |CHAIYABOON BROTHERS CO., LTD.                      |2024-02-27 00:00:00.000|233       |Passara       |
|240270116|UV9060F (55 GM/TB)                              |RESIN                                          |1005588    |HENKEL (THAILAND) LTD.                             |2023-01-30 00:00:00.000|129       |PR-Nipattra   |
|240270117|CLEANETCH R-100S (20 KG/CAN)                    |CLEANER                                        |1006011    |RYOKO CHEMICAL (THAILAND) CO.,LTD.                 |2024-02-20 00:00:00.000|233       |Passara       |
|240270118|CLEANETCH R-101 (20 KG/CAN)                     |CLEANER                                        |1006011    |RYOKO CHEMICAL (THAILAND) CO.,LTD.                 |2024-02-20 00:00:00.000|233       |Passara       |
|240270119|APB-300-11FP (0.7 KG/BT)                        |INK                                            |1001886    |TAMURA CORPORATION (THAILAND) CO.,LTD.             |2014-11-07 00:00:00.000|224       |Yoshimura     |
|240270120|APBA-300-11FP (0.3 KG/BT)                       |INK                                            |1001886    |TAMURA CORPORATION (THAILAND) CO.,LTD.             |2014-11-07 00:00:00.000|224       |Yoshimura     |
|240270123|DENATURED ETHANOL BITREX 95(DEB 95 A)14.5KG/GL  |ALCOHOL                                        |1006229    |STN CHEMICAL (THAILAND) CO.,LTD.                   |2024-02-26 00:00:00.000|233       |Passara       |
|240270124|INK ,BLACK ,1 QUART 16-5600Q                    |INK                                            |1002099    |TOMCO AUTOMATIC MACHINERY CO.,LTD.                 |2016-05-09 00:00:00.000|206       |Sasithorn     |
|240270125|INK JP-K67 BLACK INK                            |INK                                            |1002003    |THAI POLYMER SUPPLY CO.,LTD.                       |2024-02-16 00:00:00.000|233       |Passara       |
|240270134|S-200W N30 (1KG/CAN)                            |INK (GRAPHIC INK)                              |1004809    |TAIYO INK INTERNATIONAL (S) PTE LTD.               |2017-04-05 00:00:00.000|241       |Wandee        |
|240270135|HD-3(0.085KG/CAN)                               |INK (GRAPHIC INK)                              |1004809    |TAIYO INK INTERNATIONAL (S) PTE LTD.               |2017-04-05 00:00:00.000|241       |Wandee        |
|240270137|PRIMER C                                        |THINNER                                        |1000860    |KISCO (T) LTD.                                     |2021-09-07 00:00:00.000|229       |Chanthri      |
|240270138|THINNER 3A                                      |                                               |1000162    |BANGYAI SUPPLY LTD.,PART.                          |2023-12-01 00:00:00.000|233       |Passara       |
|240270146|REDUCER IJ04 (1KG=1CAN)                         |INK (THINNER)                                  |1006890    |TAIYO TRADING (THAILAND) CO.,LTD                   |2020-12-07 00:00:00.000|241       |Wandee        |
