|ITEM_CODE|ITEM_NAME1                                      |ITEM_NAME2                            |VENDER_CODE|VENDER_NAME                                        |ORDER_DATE             |BUYER_CODE|BUYER_NAME    |
|240640142|EPOXY WHITE SHEET SIZE 500X600 MM. T=1.5 MM.    |EPOXY BOARD                                     |1001178    |NEW SIAM TECHNOLOGY CO.,LTD.                                |2024-02-06 00:00:00.000|222       |Piyaporn.Pr   |
|240640143|EPOXY GLASS SIZE 500X640 MM. T = 3 MM.          |                                                |1001178    |NEW SIAM TECHNOLOGY CO.,LTD.                                |2024-02-14 00:00:00.000|222       |Piyaporn.Pr   |
|240640144|FIBER UNOLAD LAMINATED BOARD:340X5110MM.T= 5 MM.|FIBER UNOLAD  LAMINATED BOARD                   |1004750    |UNIVERSAL PART AND SERVICE CO.,LTD.                         |2023-12-19 00:00:00.000|222       |Piyaporn.Pr   |
|240640145|FPC LAMINATED EPOXY GLASS DIA:340X510MM T=0.2MM |EPOXY BOARD                                     |1004750    |UNIVERSAL PART AND SERVICE CO.,LTD.                         |2024-02-06 00:00:00.000|222       |Piyaporn.Pr   |
|240640146|FPC LAMINATED EPOXY GLASS DIA:340X510MM T=1.6MM |EPOXY BOARD                                     |1004750    |UNIVERSAL PART AND SERVICE CO.,LTD.                         |2024-02-06 00:00:00.000|222       |Piyaporn.Pr   |
|240650003|RED RUBBER CUSHION PAD SIZE:370X500X1 MM.       |SILICONE RUBBER                                 |1004750    |UNIVERSAL PART AND SERVICE CO.,LTD.                         |2024-02-19 00:00:00.000|222       |Piyaporn.Pr   |
|240650004|SILICONE RUBBER P/N:HH46GOM                     |SILICONE RUBBER  SIZE 600X433 MM T=2.1 MM       |1004099    |CIRCUIT MATERIALS INC.                                      |2016-12-14 00:00:00.000|906       |Oranut.B      |
|240650005|FPCB LAMINATED CUSHION PAD:370X500X2.5MM.       |SILICONE RUBBER                                 |1004750    |UNIVERSAL PART AND SERVICE CO.,LTD.                         |2024-01-24 00:00:00.000|222       |Piyaporn.Pr   |
|240650006|FPCB LAMINATED CUSHION PAD:370X520X2.5MM.       |SILICONE RUBBER                                 |1004750    |UNIVERSAL PART AND SERVICE CO.,LTD.                         |2024-02-27 00:00:00.000|222       |Piyaporn.Pr   |
|240650007|SEAL RUBBER TABLE BAJ-790161F                   |SILICONE RUBBER                                 |0999002    |FUJIKURA LTD.                                               |2018-06-25 00:00:00.000|906       |Oranut.B      |
|240650008|FPC LAMINATED EPOXY GLASS DIMENSION: 340MMX500MM|THICKNESS:3.0 MM.                               |1004750    |UNIVERSAL PART AND SERVICE CO.,LTD.                         |2024-02-14 00:00:00.000|222       |Piyaporn.Pr   |
|240650009|CUSHION PAD FB60C51R1 SIZE:580X500 MM.          |RED RUBBER                                      |1005758    |YAMAUCHI CORP.                                              |2022-01-13 00:00:00.000|247       |Phurita.T     |
|240650010|SHORT RUBBER CHO-SEAL SIZE:63.5X63.5X2.36MM.T   |                                                |1004750    |UNIVERSAL PART AND SERVICE CO.,LTD.                         |2022-08-03 00:00:00.000|247       |Phurita.T     |
|240650012|HH46-ANCTW-LS 380X560X3MMT RUBBER METAL SHEET   |RUBBER                                          |1004099    |CIRCUIT MATERIALS INC.                                      |2023-12-09 00:00:00.000|222       |Piyaporn.Pr   |
|240650015|45A2T00014 SI/AL SHEET 0.4TX400X750             |RUBBER                                          |1003569    |TOP RANGE MACHINERY CO.,LTD.                                |2023-07-21 00:00:00.000|222       |Piyaporn.Pr   |
|240650016|45ADT00019 SI / FE PLATE 3.0T*310*600           |RUBBER                                          |1003569    |TOP RANGE MACHINERY CO.,LTD.                                |2023-11-28 00:00:00.000|222       |Piyaporn.Pr   |
|240650017|45ADT00023 SI / FE PLATE  3.0T*310*720          |RUBBER                                          |1003569    |TOP RANGE MACHINERY CO.,LTD.                                |2024-02-08 00:00:00.000|222       |Piyaporn.Pr   |
|240660001|FILTER 1 U 10" MODEL:BDS-01-10GWWF"CLEAN&GREEN" |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2023-12-20 00:00:00.000|222       |Piyaporn.Pr   |
|240660002|FILTER 1 U 20" MODEL:BDS-01-20GWWF"CLEAN&GREEN" |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240660006|FILTER 100 U 10" CSW                            |FILTER                                          |1000616    |GOLDEN FILTECH CORPORATION LTD.                             |2018-04-03 00:00:00.000|906       |Oranut.B      |
|240660009|FILTER 1 U 10" "WINTEX" MW-01-10                |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2024-02-22 00:00:00.000|222       |Piyaporn.Pr   |
|240660010|FILTER 1 U 20" "WINTEX" MW-01-20                |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2024-02-29 00:00:00.000|222       |Piyaporn.Pr   |
|240660011|FILTER 1 U 30" "WINTEX" MW-01-30                |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2024-02-02 00:00:00.000|222       |Piyaporn.Pr   |
|240660012|FILTER 10 U 10" "WINTEX" MW-10-10               |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2024-02-19 00:00:00.000|222       |Piyaporn.Pr   |
|240660013|FILTER 10 U 20" "WINTEX" MW-10-20               |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2023-12-22 00:00:00.000|222       |Piyaporn.Pr   |
|240660015|FILTER 100 U 10" "WINTEX" MW-100-10             |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2024-02-19 00:00:00.000|222       |Piyaporn.Pr   |
|240660016|FILTER 100 U 20" "WINTEX" MW-100-20             |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2022-12-07 00:00:00.000|222       |Piyaporn.Pr   |
|240660017|FILTER 1U 10" MODEL:SBR (PUREFLO) POLYPROPYLENE |(MALASIA)                                       |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2024-02-22 00:00:00.000|222       |Piyaporn.Pr   |
|240660024|FILTER 100 U 10" S-100-250 GWWF "SEKISO"(JAPAN) |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2018-09-12 00:00:00.000|906       |Oranut.B      |
|240660025|FILTER 10U 10" SMB "WINTEX"(KOREA)              |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2024-02-28 00:00:00.000|222       |Piyaporn.Pr   |
|240660027|FILTER 100U 20" SMB "WINTEX"(KOREA)             |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2017-06-01 00:00:00.000|906       |Oranut.B      |
|240660030|FILTER 100U 10" SMB "WINTEX"(KOREA)             |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2018-08-01 00:00:00.000|906       |Oranut.B      |
|240660042|MASK FILTER CARTRIDGE 7007J-100 (3M#3303K-100)  |FILTER                                          |1000201    |BORNEO TECHNICAL (THAILAND) LIMITED                         |2024-02-19 00:00:00.000|222       |Piyaporn.Pr   |
|240660043|FILTER 100 U 20"(S-100-500) SEKISO              |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2018-11-08 00:00:00.000|906       |Oranut.B      |
|240660044|FILTER 25 U 10"(S-25-250) SEKISO                |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2017-12-14 00:00:00.000|906       |Oranut.B      |
|240660045|FILTER 25 U 20"(S-25-500) SEKISO                |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2018-09-12 00:00:00.000|906       |Oranut.B      |
|240660046|FILTER 50 U 10"(S-50-250) SEKISO                |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2018-11-02 00:00:00.000|906       |Oranut.B      |
|240660047|FILTER 10 U 10" MODEL:SBR (PUREFLO)POLYPROPYLENE|(MALASIA)                                       |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2024-02-22 00:00:00.000|222       |Piyaporn.Pr   |
|240660048|FILTER 5U-20" BDS-5-20 "CLEAN&GREEN"/KOREA      |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2024-02-27 00:00:00.000|222       |Piyaporn.Pr   |
|240660049|FILTER 1U 30" MODEL:BDS-01-30 "CLEAN & GREEN"   |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2024-02-27 00:00:00.000|222       |Piyaporn.Pr   |
|240660050|FILTER 10 U 20" MODEL:SBR(PUREFLO)POLYPROPYLENE |(MALASIA)                                       |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2022-08-30 00:00:00.000|222       |Piyaporn.Pr   |
|240660051|FILTER FLO-SPA 5 U 10" (BIG BLUE)               |FILTER                                          |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-21 00:00:00.000|222       |Piyaporn.Pr   |
|240660052|FILTER FLO-SPA 10 U 10" (BIG BLUE)              |FILTER                                          |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-27 00:00:00.000|222       |Piyaporn.Pr   |
|240660053|FILTER FLO-SPA 5 U 20" (BIG BLUE)               |FILTER                                          |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-07 00:00:00.000|222       |Piyaporn.Pr   |
|240660054|FILTER 25 U 20" MODEL:SBR(PUREFLO)POLYPROPYLENE |(MALASIA)                                       |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2023-12-20 00:00:00.000|222       |Piyaporn.Pr   |
|240660055|FILTER 5 U 10" MODEL:SBR(PUREFLO)POLYPROPYLENE  |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2021-11-09 00:00:00.000|237       |Sunee         |
|240660056|FILTER 1 U 20" MODEL:SBR(PUREFLO)POLYPROPYLENE  |(MALASIA)                                       |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2024-02-29 00:00:00.000|222       |Piyaporn.Pr   |
|240660060|FILTER 100 U 20"(CSW)                           |FILTER                                          |1000616    |GOLDEN FILTECH CORPORATION LTD.                             |2017-10-07 00:00:00.000|906       |Oranut.B      |
|240660062|FILTER 5 U 10" MODEL:FLO-SPB-5U-10"             |PP SPUN SEDIMENT, 5 UM, 250M                    |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2022-12-21 00:00:00.000|222       |Piyaporn.Pr   |
|240660063|FILTER 1 U 10" MODEL:FLO-SPB-1-10               |PP SPUN SEDIMENT, 1 UM, 250M                    |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-27 00:00:00.000|222       |Piyaporn.Pr   |
|240660064|FILTER 1 U 20" MODEL:FLO-SPB-1-20               |PP SPUN SEDIMENT, 1 UM, 508M                    |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-27 00:00:00.000|222       |Piyaporn.Pr   |
|240660065|FILTER 5 U 20" MODEL:KAREI-HMIII-5U-20"         |H.EFF. PP MELT-BLOWN-III, 5U                    |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-01-23 00:00:00.000|222       |Piyaporn.Pr   |
|240660066|FILTER 1 U 20 MODE:KAREI-HMIII-1U-20"           |H.EFF. PP MELT-BLOWM-III, 1U                    |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-27 00:00:00.000|222       |Piyaporn.Pr   |
|240660067|FILTER 20 U 20" MODEL:KAREI-HMIII-20-508        |H.EFF.PP MELT-BLOWN-III,20                      |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-15 00:00:00.000|222       |Piyaporn.Pr   |
|240660071|FILTER FLO-SPA 100 U 10" (BIG BLUE)             |FILTER                                          |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-16 00:00:00.000|222       |Piyaporn.Pr   |
|240660072|FILTER 1 U 10" FLO-SPA-1-10:PP SPUN SEDIMENT    |FILTER 1 UM,250MM.                              |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240660073|FILTER 10 U 10" FLO-SPA-10-10:SPUN SEDIMENT,    |FILTER PP,10 UM,250 MM.                         |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-27 00:00:00.000|222       |Piyaporn.Pr   |
|240660074|FILTER 100 U 10" FLO-SPA-100-10:SPUN SEDIMENT,  |FILTER PP,100 UM,250 MM.                        |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2020-11-03 00:00:00.000|237       |Sunee         |
|240660075|FILTER 25 U 10" KAREI-DHM-25-250:NON WOVEN PP   |                                                |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-15 00:00:00.000|222       |Piyaporn.Pr   |
|240660076|FILTER 25 U 20" KAREI-DHM-25-508:NON WOVEN PP   |                                                |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2023-02-20 00:00:00.000|222       |Piyaporn.Pr   |
|240660077|FILTER CARBON 5U-20"FLO-CB                      |ACTIVETED CARBON BLOCK FILTER                   |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2022-09-29 00:00:00.000|222       |Piyaporn.Pr   |
|240660078|FILTER CARBON 1U-30" FLO-CB                     |ACTIVETED CARBON BLOCK FILTER                   |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2021-09-18 00:00:00.000|237       |Sunee         |
|240660080|FILTER 1 U 20"KAREI-HMI-1-508:H.EFF.PPMELT-BLOWN|FILTER                                          |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2023-07-24 00:00:00.000|222       |Piyaporn.Pr   |
|240660081|FILTER 100 U 10" FLO-S-100-10:PP STRING         |FILTER                                          |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2016-08-26 00:00:00.000|906       |Oranut.B      |
|240660082|FILTER 100 U 20" FLO-S-100-20:PP STRING         |FILTER                                          |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2016-09-23 00:00:00.000|906       |Oranut.B      |
|240660084|FILTER FLO-SPA 10 U 20" (BIG BLUE)              |FILTER                                          |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2023-12-02 00:00:00.000|222       |Piyaporn.Pr   |
|240660085|FILTER FLO-SPA 100 U 20" (BIG BLUE)             |FILTER                                          |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2023-11-07 00:00:00.000|222       |Piyaporn.Pr   |
|240660093|FILETER 10 U 10" (S-10-250) GWWF-SEKISO         |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2018-03-26 00:00:00.000|906       |Oranut.B      |
|240660094|FILTER 10 U 20" (S-10-500) GWWF-SEKISO          |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2019-01-08 00:00:00.000|906       |Oranut.B      |
|240660095|FILTER 25 U 10" MODEL: KAREI-HMI-25-250         |H.EFF PP MELT-BLOWN                             |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2018-05-14 00:00:00.000|906       |Oranut.B      |
|240660096|FILTER 25 U 20" MODEL: KAREI-HMI-25-508         |H.EFF PP MELT-BLOWN                             |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2018-12-26 00:00:00.000|906       |Oranut.B      |
|240660098|SMB CARTRIDGE FILTER BIG BLUE MODEL:SMB 5U-20"  |FILTER                                          |1001504    |RIVER A.V.AND SERVICE CO.,LTD.                              |2023-05-09 00:00:00.000|222       |Piyaporn.Pr   |
|240660099|FILTER CARTRIDGE FILTER "ROTEX" MODEL:RM05B10 5 |FILTER                                          |1000616    |GOLDEN FILTECH CORPORATION LTD.                             |2023-12-12 00:00:00.000|222       |Piyaporn.Pr   |
|240660100|FILTER 1 U 10"MODEL : RM01R10 1MICRON, L 10"    |FILTER ROTEK (CHINA)                            |1000616    |GOLDEN FILTECH CORPORATION LTD.                             |2024-02-19 00:00:00.000|222       |Piyaporn.Pr   |
|240660101|FILTER 1 U 20" MODEL : RM01R20 1MICRON, L 20"   |FILTER (ROTEK) CHINA                            |1000616    |GOLDEN FILTECH CORPORATION LTD.                             |2024-02-28 00:00:00.000|222       |Piyaporn.Pr   |
|240660102|FILTER 100 U 10" MODEL: VW100-10                |FILTER                                          |1000616    |GOLDEN FILTECH CORPORATION LTD.                             |2024-02-19 00:00:00.000|222       |Piyaporn.Pr   |
|240660103|FILTER 100 U 20" MODEL:VW100-20                 |FILTER                                          |1000616    |GOLDEN FILTECH CORPORATION LTD.                             |2024-02-28 00:00:00.000|222       |Piyaporn.Pr   |
|240660104|PBB10P10  POLYPROPYLENE MELT BLOWN(10UM, OD 115M|FILTER OVERALL LENGTH 10INCH (250MM), DOE       |1006486    |TAIWAN GRACE INTERNATIONAL CORP.                            |2023-12-08 00:00:00.000|222       |Piyaporn.Pr   |
|240660106|FILTER FOR DUST COLLECTOR FILTER TYPE F1501MS   |FILTER                                          |1000989    |MARUICHI SANSHO CO.,LTD.                                    |2023-11-16 00:00:00.000|222       |Piyaporn.Pr   |
|240660107|FILTER 5 U 10" GWWF-S-05-250 "SEKISO"           |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2024-02-22 00:00:00.000|222       |Piyaporn.Pr   |
|240660108|FILTER 5 U 20" GWWF-S-05-500 "SEKISO"           |FILTER                                          |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2024-02-29 00:00:00.000|222       |Piyaporn.Pr   |
|240660109|FILTER 5 U 10" SMB-05-10" WINTEX                |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2024-02-28 00:00:00.000|222       |Piyaporn.Pr   |
|240660110|FILTER 5 U 20" VW-05-20                         |FILTER                                          |1000616    |GOLDEN FILTECH CORPORATION LTD.                             |2021-06-19 00:00:00.000|237       |Sunee         |
|240660111|FILTER 5 U 20" SMB-05-20 WINTEX                 |FILTER                                          |1000506    |ENVIRONMENT SPHERE CO.,LTD.                                 |2024-01-11 00:00:00.000|222       |Piyaporn.Pr   |
|240660112|FILTER 5 U 10" VW-05-10                         |FILTER                                          |1000616    |GOLDEN FILTECH CORPORATION LTD.                             |2019-05-21 00:00:00.000|906       |Oranut.B      |
|240660114|FILTER BIG BLUE 1 UM 10 INCH                    |FLO-SPA-1-10-BB PP SPUN SEDIMENT,1UM,250MM,BIG  |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-15 00:00:00.000|222       |Piyaporn.Pr   |
|240660140|FILTER 1 UM 10'' HMI (KAREI) PP.MELT-BLOWN      |FILTER ( 50 PCS /BX)                            |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240660142|FLO-CB-1-20-PP ACTIVATED CARBON BLOCK,1UM,508MM |FILTER CARBON 1U20INCH                          |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-28 00:00:00.000|222       |Piyaporn.Pr   |
|240660143|FLO-SPB-200-10:PP SPUN SEDIUMENT                |FILTER SPB200UM,250MM                           |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2023-10-30 00:00:00.000|222       |Piyaporn.Pr   |
|240660144|FLO-SPA-1-10-BB:PP SPUN SEDIUMENT               |FILTER SPB 1UM,250MM,BIG BLUE                   |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240660146|G3 SYNTHETIC FILTER,PRE FILTER ACTUAL           |FILTER                                          |1005912    |AAF INTERNATIONAL (THAILAND) CO.,LTD                        |2024-01-17 00:00:00.000|222       |Piyaporn.Pr   |
|240660147|AIR FILTER ELEMENT: VFY036A-E                   |FILTER                                          |1002165    |UENO (THAILAND) CO.,LTD.                                    |2023-12-09 00:00:00.000|222       |Piyaporn.Pr   |
|240660148|AIR FILTER LV65400                              |FILTER                                          |1001077    |MITSUBISHI ELECTRIC AUTOMATION (THAILAND) CO., LTD.         |2022-01-10 00:00:00.000|237       |Sunee         |
|240660149|FILTER 0.5 U 10" KAREI-ADM-05-250               |FILTER                                          |1001514    |ROJANAPAT ENGINEERING CO.,LTD.                              |2024-02-28 00:00:00.000|222       |Piyaporn.Pr   |
|240660150|WPP FILTER 1 UM 10"                             |                                                |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240660151|WPP FILTER 1 UM 20"                             |                                                |1000611    |GLORY WEALTH GROUP (THAILAND) CO.,LTD.                      |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240670001|ARM SLEVE FOR CLEAN ROOM SIZE:L COLOR:SKY BLUE  |                                                |1001624    |SCIENCETECH INTERWORLD CO.,LTD                              |2017-10-20 00:00:00.000|906       |Oranut.B      |
|240670002|HEAD COVER FOR CLEAN ROOM (WHITE) ( 50PC/PK )   |UNIFORM                                         |1000706    |IDEAL GLOBE CO.LTD.                                         |2024-02-26 00:00:00.000|222       |Piyaporn.Pr   |
|240670003|ARM SLEVE FOR CLEAN ROOM SIZE:15" COLOR:SKY BLUE|                                                |1006171    |KST SUPPLY (THAILAND) CO.,LTD.                              |2016-08-19 00:00:00.000|906       |Oranut.B      |
|240670004|ARM SLEVE FOR CLEAN ROOM 15 INCH(SKY BLUE COLOR)|ARM SLEVE                                       |1005269    |GOLD DRAGON TECHNOLOGY CO.,LTD                              |2024-01-23 00:00:00.000|222       |Piyaporn.Pr   |
|240670005|ARMBAND PLASTIC 15INCH BLUE COLOR               |                                                |1006171    |KST SUPPLY (THAILAND) CO.,LTD.                              |2023-09-15 00:00:00.000|222       |Piyaporn.Pr   |
|240680001|EX-CLEAN PAPER A3 (250 PCS/PACK)                |PAPER                                           |1001767    |SPECIALTY TECH CORPORATION LTD.                             |2014-04-03 00:00:00.000|206       |Sasithorn     |
|240680002|PAPER 60 G CUT SIZE:257 X 364 MM.               |PAPER                                           |1000100    |ARCADIA PRINTING & FORMS CO.,LTD.                           |2024-02-27 00:00:00.000|104       |Ranu          |
|240680003|PAPER 60 G CUT SIZE:298 X 500 MM.               |PAPER                                           |1000100    |ARCADIA PRINTING & FORMS CO.,LTD.                           |2024-02-27 00:00:00.000|104       |Ranu          |
|240680004|PAPER 60 G CUT SIZE:340 X 520 MM.               |PAPER                                           |1000100    |ARCADIA PRINTING & FORMS CO.,LTD.                           |2024-02-22 00:00:00.000|104       |Ranu          |
|240680008|STACLEAN NB SC64NB SIZE:310X500 MM.500 SH/PK    |PAPER                                           |1001767    |SPECIALTY TECH CORPORATION LTD.                             |2014-08-26 00:00:00.000|206       |Sasithorn     |
|240680009|THERMAL PAPER SIZE:57 MM.X25 MMX1 CM.           |PAPER                                           |1001292    |P & P PRODUCT LEADERSHIP CO.,LTD.                           |2024-02-19 00:00:00.000|104       |Ranu          |
|240680010|EX-CLEAN PAPER A4 72 G (250 PCS/PACK) SKY BLUE  |PAPER                                           |1001767    |SPECIALTY TECH CORPORATION LTD.                             |2015-03-24 00:00:00.000|206       |Sasithorn     |
|240680011|RELEASE PAPER CRAFT PE COATING 1 SIDE T=0.20 MM.|SIZE:240X80 MM.,MAT'S DIC-E-65-CU T=0.065 MM.   |1000834    |KANSAI FELT (THAILAND) CO.,LTD                              |2022-07-11 00:00:00.000|247       |Phurita.T     |
|240680013|CLEANROOM PAPER CUT SIZE:310X500 MM.75 G (KOREA)|(LIGHT SKYBLUE COLOR)                           |1000706    |IDEAL GLOBE CO.LTD.                                         |2015-04-24 00:00:00.000|206       |Sasithorn     |
|240680016|CLEAN ROOM PAPER SC64NB 310X500 MM.             |PAPER (SKY BLUE COLOR) (500 SH/PK)              |1006287    |SAKURAI CO.,LTD.                                            |2024-02-05 00:00:00.000|222       |Piyaporn.Pr   |
|240680017|THERMAL PAPER SIZE:57 MM.X33 MM.X 1 CM.         |PAPER                                           |1001292    |P & P PRODUCT LEADERSHIP CO.,LTD.                           |2024-01-08 00:00:00.000|104       |Ranu          |
|240680018|POSTER PAPER 60G CUT SIZE : 257 X 364 MM.(BLUE) |PAPER                                           |1000100    |ARCADIA PRINTING & FORMS CO.,LTD.                           |2024-02-27 00:00:00.000|104       |Ranu          |
|240680019|PAPER 60 G CUT SIZE:320 MM X 520 MM.(500 PCS/PK)|PAPER                                           |1000100    |ARCADIA PRINTING & FORMS CO.,LTD.                           |2017-10-07 00:00:00.000|906       |Oranut.B      |
|240680020|PAPER 60 G CUT SIZE:350 MM X 520 MM.(500 PCS/PK)|PAPER                                           |1000100    |ARCADIA PRINTING & FORMS CO.,LTD.                           |2022-02-09 00:00:00.000|104       |Ranu          |
|240680027|PAPER 60 G CUT SIZE:250 MM X 320 MM.(500 PCS/PK)|PAPER                                           |1000100    |ARCADIA PRINTING & FORMS CO.,LTD.                           |2018-02-06 00:00:00.000|906       |Oranut.B      |
|240680040|PAPER 60 G CUT SIZE:340X520 MM.(500 PC/PK)      |PAPER                                           |1000100    |ARCADIA PRINTING & FORMS CO.,LTD.                           |2019-02-01 00:00:00.000|906       |Oranut.B      |
|240680041|XEROX PAPER A3 70 G.(500PCS/PACK)               |PAPER                                           |1000454    |DINSORDEANG LIMITED PARTNERSHIP                             |2022-03-31 00:00:00.000|104       |Ranu          |
|240680042|PAPER 60 G CUT SIZE:340X510 MM.(500 PC/PK)      |PAPER                                           |1000100    |ARCADIA PRINTING & FORMS CO.,LTD.                           |2018-12-10 00:00:00.000|906       |Oranut.B      |
|240680043|PAPER 60 G CUT SIZE:350 MM X 540 MM.(500 PCS/PK)|PAPER                                           |1000100    |ARCADIA PRINTING & FORMS CO.,LTD.                           |2022-06-27 00:00:00.000|104       |Ranu          |
|240680046|CLEANROOM PAPER72GSMSIZE:350MMX540MM(LIGHT BLUE)|CLEANROOM PAPER                                 |1002829    |DOU YEE ENTERPRISES (THAILAND)CO.,LTD.                      |2024-02-13 00:00:00.000|222       |Piyaporn.Pr   |
|240680047|THERMAL PAPER SIZE:58 MM.X77 MM.X1 CM           |                                                |1001292    |P & P PRODUCT LEADERSHIP CO.,LTD.                           |2024-02-26 00:00:00.000|104       |Ranu          |
|240680048|PREMIUM STICKER PAPER(WHITE)0.5MM.              |SIZE:11X16 CM (600 PCS/SHEET)MODEL:MCL-AG-W-EP-F|1005528    |THONGSUK PRINT CO.,LTD.                                     |2022-03-24 00:00:00.000|104       |Ranu          |
|240680049|PREMIUM STICKER PAPER(WHITE)0.8MM.              |SIZE:11X16 CM (308 PCS/SHEET)MODEL:MCL-AG-W-EP-F|1005528    |THONGSUK PRINT CO.,LTD.                                     |2022-03-24 00:00:00.000|104       |Ranu          |
|240680050|PAPER 60 G CUT SIZE 350X520 MM.(500EA/PACK)     |PAPER 60 G                                      |1006240    |FORETECH ENGINEERING CO.,LTD                                |2024-02-27 00:00:00.000|104       |Ranu          |
|240680051|PAPER 60 G CUT SIZE 350X540 MM.(500EA/PACK)     |PAPER 60 G                                      |1006240    |FORETECH ENGINEERING CO.,LTD                                |2024-02-27 00:00:00.000|104       |Ranu          |
|240680052|PAPER 60 G CUT SIZE 257X364 MM.(500EA/PACK)     |PAPER 60 G                                      |1006240    |FORETECH ENGINEERING CO.,LTD                                |2022-12-23 00:00:00.000|104       |Ranu          |
|240680053|PAPER 60 G CUT SIZE 298X500 MM.(500EA/PACK)     |PAPER 60 G                                      |1006240    |FORETECH ENGINEERING CO.,LTD                                |2022-09-03 00:00:00.000|104       |Ranu          |
